X,Y
10.3112147,1.502635263
11.99997727,4.006328732
11.99997727,4.006328732
10.8855188658817 1,0.503214179
5.43467993574 7.99,9.27106E+12
5.43467993574 7.99,9.27106E+12
5.43467993574 7.99,9.27106E+12
5.43467993574 7.99,9.27106E+12
6.844703138,0.002632102
5.43467993574 7.99,9.27106E+12
4.002400009,7.588571396
5.193753414,7.998787271
5.193753414,7.998787271
5.193753414,7.998787271
5.193753414,7.998787271
4.001774164,7.365000661
6.679791886,0.00720744
6.679791886,0.00720744
0.00615302,6 3.4075962831380733
0.00615302,6 3.4075962831380733
2.569885018,0.00540901
0.008304301,2 0.6440828147197514
0.001136942,112 0.6254112061898073
0.001136942,112 0.6254112061898073
0.001136942,112 0.6254112061898073
0.001136942,112 0.6254112061898073
1.857109802,4.99780926
1.857109802,4.99780926
1.857109802,4.99780926
0.00239071,275 0.8320419732386949
0.239438836,4 0.005356914731740037
0.239438836,4 0.005356914731740037
2.473559788842162E,-05 0.6631417492818754
8.998052469,1.292345142
8.999788951,1.30219322
0.001948168,068 2.72731119650039
1.106643458,4.992272193
0.005488016,45 4.697218481757422
0.005488016,45 4.697218481757422
0.997925425,6.926269398
0.997925425,6.926269398
0.001851247,66 6.563728046480118
0.001851247,66 6.563728046480118
0.001851247,66 6.563728046480118
0.998172042,5.37635916
0.147168552,2 0.003334586808151605
2.580128417,4.991641544
11.99254324,2.818614359
7.94764734971762 7,0.99584501
0.006135954,42 0.3268166001358452
0.006135954,42 0.3268166001358452
0.006135954,42 0.3268166001358452
3.927140373,4.999687703
3.314137576,0.00718056
0.005258069,83 2.4112222422819896
0.005258069,83 2.4112222422819896
0.001099835,018 2.391659290267313
0.001099835,018 2.391659290267313
0.001099835,018 2.391659290267313
3.17168281,0.002453648
2.381688761,4.990279768
8.99224575877553 0,0.361517927
8.99224575877553 0,0.361517927
4.00424506,7.756533074
4.00075883,7.716685286
11.99222214,6.593558362
11.99222214,6.593558362
3.24716331,0.003683858
0.003380335,215 4.308329257165984
4.463287097,0.00144736
4.463287097,0.00144736
4.45332515016253 0,0.000575803
4.45332515016253 0,0.000575803
0.00603597,88 0.1558785632188363
1.781969606,E-05 0.14789220811836337
1.781969606,E-05 0.14789220811836337
2.362838301,4.992392118
0.006174005,8 3.4619564292785636
11.99016284415 4.7,2.15244E+13
11.99516284415 4.7,3.01847E+13
11.99775103,4.720525407
4.00111208,6.13054861
4.00111208,6.13054861
11.99014836,5.71186096
8.925934042,11.99443134
8.916370995,11.99735506
11.99781747,10.56045297
11.99781747,10.56045297
11.99781747,10.56045297
11.99781747,10.56045297
11.99781747,10.56045297
9.74068618454294 1,0.507593845
0.002169634,08 1.6775802834458515
0.002169634,08 1.6775802834458515
2.15894021237915 4,0.998715733
2.15894021237915 4,0.998715733
1.809460279,0.000919841
0.007650056,565 0.6925699833304044
0.62994152,0.001445296
7.82978684411659 7,0.997683618
11.99881541,7.411764863
11.99881541,7.411764863
11.99881541,7.411764863
11.16934373,1.509767173
11.99936286,5.779845421
9.001658075,9.905832092
10.57841344,11.99825713
11.99683279,10.89006647
11.35683279,11.99857899
11.35683279,11.99857899
9.008194388,10.58737466
9.00100099,10.59432125
11.99682902,9.620917716
9.451718135,11.99427201
9.451718135,11.99427201
9.4611733206672 11,0.997527691
11.99324942,9.552330227
10.69281319,11.99809506
10.69281319,11.99809506
5.99770470541993 1,1.000118943
5.673236861,11.99872829
5.673236861,11.99872829
11.99456182,11.66744168
2.548462747,0.002480801
11.99755257,8.813899613
11.99755257,8.813899613
11.66306149,11.99636968
11.66306149,11.99636968
9.005842857,10.39975165
9.005842857,10.39975165
11.99748363,11.66962781
11.99748363,11.66962781
11.99748363,11.66962781
11.99748363,11.66962781
11.13858964,11.99932633
11.13858964,11.99932633
11.99992504,10.97282677
11.99992504,10.97282677
11.99992504,10.97282677
11.99992504,10.97282677
9.003131866,9.822465655
9.000882356,9.832209356
9.000184366,9.812221539
11.99607297,9.969229408
2.032938423,0.006094861
2.032938423,0.006094861
8.995935494,0.492995048
4.003707498,5.846504143
4.003707498,5.846504143
4.003707498,5.846504143
6.602754647,0.008948669
6.597455455,0.000468188
0.002822863,57 3.6559327247367146
0.002822863,57 3.6559327247367146
2.231457845,4.99503172
3.9504577,0.00269364
11.99925865,4.838901164
4.008859979,6.104455986
8.99689183,0.159951107
7.61465233549832 7,0.999020821
7.61465233549832 7,0.999020821
7.61465233549832 7,0.999020821
4.007907141,6.541801173
5.365083878,7.997195039
5.365083878,7.997195039
10.08499945,1.500788574
10.08499945,1.500788574
11.99430946,2.350868158
11.9980555260742 2,0.360139997
5.034827711,7.998850701
5.034827711,7.998850701
5.034827711,7.998850701
4.007889242,7.604645956
4.001377879,7.623556328
4.054263658,7.999858194
4.054263658,7.999858194
11.99351987,4.297722221
11.99979158,4.357393535
11.19701298,11.99532169
11.14720325,11.99967948
11.14720325,11.99967948
11.14720325,11.99967948
11.99912137,11.40315998
7.145570692,11.99910107
8.332939578,11.00278028
8.332939578,11.00278028
8.332939578,11.00278028
8.332939578,11.00278028
8.011561904,11.99187906
11.99499301,8.649383485
8.27926888103651 1,1.995036517
7.419831553,11.00636697
7.820660608,11.99845369
11.9900255,11.92567716
11.99658609,11.93322425
3.949800206,0.003373583
3.969605568,0.000590121
3.969605568,0.000590121
3.969605568,0.000590121
8.992125108,0.886195827
0.001647174,033 1.8311331352616844
1.154255057,4.997897267
1.154255057,4.997897267
1.154255057,4.997897267
1.154255057,4.997897267
0.717604786,0.00696183
0.001444908,222 0.9573380868269047
0.001444908,222 0.9573380868269047
0.001444908,222 0.9573380868269047
11.99135749,6.805209185
11.99842855,6.812280253
11.99842855,6.812280253
7.574488269,7.997671479
0.002712031,435 0.15686765568291663
11.99570115,7.945205856
9.008243788,9.091983295
9.008243788,9.091983295
9.00339569172234 9,0.100729492
9.00339569172234 9,0.100729492
11.99862946,6.587429938
10.9472719,11.99619572
10.9472719,11.99619572
10.97704828,11.9998518
7.905135737,11.00172691
7.835379263,11.99929096
7.835379263,11.99929096
7.835379263,11.99929096
8.236208318,11.00720423
6.521478018,11.99720423
7.00368628,11.00853078
6.974455178,11.00178225
6.50957509,11.99872082
0.005401894,895 11.315104666691969
0.005401894,895 11.315104666691969
0.000166172,566 11.615058975238888
0.000166172,566 11.615058975238888
2.885701595,11.00171949
2.885701595,11.00171949
2.885701595,11.00171949
1.460377037,11.99974249
0.004278431,85 11.49836752871342
0.001354714,215 11.488804481153789
0.001354714,215 11.488804481153789
0.001354714,215 11.488804481153789
4.864566782,11.99994867
0.005512224,4 11.055444139418425
0.005512224,4 11.055444139418425
0.998219697,8.598406925
0.998219697,8.598406925
0.998219697,8.598406925
0.00337461,603 9.269438408981204
0.998465513,8.546462549
0.005776588,51 7.5878339974280475
0.000928492,82 7.596580194499442
0.99077771,7.579302312
0.009150527,71 7.770111307503103
0.000162587,0054 7.774495018970994
0.99716719,8.881780809
0.007571938,17 9.261650835450327
0.001415323,28 9.269530942986394
0.001415323,28 9.269530942986394
0.999222551,5.789763604
0.999222551,5.789763604
0.999222551,5.789763604
0.999222551,5.789763604
0.999222551,5.789763604
0.999222551,5.789763604
0.999222551,5.789763604
0.00220199,588 4.7927430422166735
3.613092129,0.000929982
3.613092129,0.000929982
11.99515031,3.05174966
11.99515031,3.05174966
8.905720996,7.995870061
0.001215986,2.431717787
1.34898673,0.000275001
1.961989528,4.992782143
3.205468071,0.00546211
3.205468071,0.00546211
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
3.255194166,0.000235687
0.005812033,4 1.3795165707944699
0.000228114,964 1.2196140384714143
11.9923177,3.768611368
9.002803372,10.48317048
11.52287524,11.99738242
0.0086767,83 11.393948846325214
0.0086767,83 11.393948846325214
1.435459223,11.9995821
1.435459223,11.9995821
1.452737105,11.00973288
0.002957948,822 11.035038866612942
0.999032126,10.67249751
0.999032126,10.67249751
0.999032126,10.67249751
0.009330485,04 10.91925784819941
5.864619505482893E,-05 10.923003914133568
5.864619505482893E,-05 10.923003914133568
5.864619505482893E,-05 10.923003914133568
5.864619505482893E,-05 10.923003914133568
0.931662467,11.99469152
0.002422247,61 11.79717541177297
11.99511217,11.37838145
10.87559895,11.99893777
10.85562636,11.99998448
11.99703258,11.04223095
9.003669696,8.867425512
9.001250477,8.857722555
9.001250477,8.857722555
11.99713908,9.014730424
11.99713908,9.014730424
11.20794918,1.506090114
11.20794918,1.506090114
11.99632686,2.552302632
7.42610695921578 7,0.998878623
1.82800094,0.00395467
1.82800094,0.00395467
1.82800094,0.00395467
1.82800094,0.00395467
1.82800094,0.00395467
1.82800094,0.00395467
1.82800094,0.00395467
1.808304785,0.000481707
1.808304785,0.000481707
0.000839269,785 3.3998299393346576
11.99477333,2.139216672
11.99477333,2.139216672
11.99915704,2.130228732
9.53881136,11.99813627
9.003613778,10.99157601
9.003613778,10.99157601
9.003613778,10.99157601
9.003613778,10.99157601
8.534507508,11.99757766
8.594470958,11.99967163
7.997026791,11.00535756
7.997026791,11.00535756
7.988197315,11.00066284
7.988197315,11.00066284
7.988197315,11.00066284
7.988197315,11.00066284
11.06010986,11.99878773
11.99782007,11.93321665
11.97387866,11.99899513
11.97387866,11.99899513
11.97387866,11.99899513
11.97387866,11.99899513
11.97387866,11.99899513
11.97387866,11.99899513
8.49411132,11.0011879
8.504073267,11.00031635
8.504073267,11.00031635
11.99783572,11.42929643
11.99783572,11.42929643
11.99783572,11.42929643
9.001387824,9.699296434
9.00034083900462 9,0.729278159
9.00034083900462 9,0.729278159
9.00034083900462 9,0.729278159
9.43158911844611 1,0.500570793
11.99815785,2.236522533
11.99815785,2.236522533
11.60849645,1.503676031
9.002302957,8.664133801
9.002302957,8.664133801
10.52421653,1.504093364
0.004400522,65 2.4244580072935853
0.004400522,65 2.4244580072935853
0.004400522,65 2.4244580072935853
7.039058725,0.002230938
10.25359126,11.9990297
10.25359126,11.9990297
10.25359126,11.9990297
10.25359126,11.9990297
10.25359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99359126,11.9990297
11.99874165,11.99045803
11.99874165,11.99045803
2.580619297,11.00057348
2.580619297,11.00057348
2.580619297,11.00057348
2.580619297,11.00057348
0.000475028,958 11.22630685420784
0.000475028,958 11.22630685420784
0.996691674,10.36030894
0.996691674,10.36030894
0.003330205,734 9.331653021456287
0.997475446,8.909663403
0.997475446,8.909663403
0.007844176,7 8.266989341370206
0.995773253,8.476980149
0.995773253,8.476980149
0.995773253,8.476980149
0.006141983,66 9.119654210413788
0.006141983,66 9.119654210413788
0.995015087,7.473892993
0.998105256,7.464382428
0.998105256,7.464382428
0.000726159,762 5.325496050496339
0.000726159,762 5.325496050496339
0.653945839,0.005448678
11.99067653,2.415145174
11.747386629551 1.,5.07175E+13
9.518573304,11.99291718
11.99739565,10.3209304
11.99739565,10.3209304
11.35591702,11.99203936
11.99939555,11.69198039
9.00084536839595 8,0.895787117
11.83911953,1.50183014
11.99980837,1.996379528
11.99980837,1.996379528
9.69181054830058 1,1.993416393
11.99626069,11.58707966
9.007749853,10.84196022
11.99174609,9.386568011
11.99689647,9.395139684
11.81483207,11.99878186
10.3395972,1.501940327
10.3395972,1.501940327
10.3395972,1.501940327
4.006074145,7.408046125
5.44477397,0.006577162
5.44477397,0.006577162
5.405266437,0.000319783
5.405266437,0.000319783
5.405266437,0.000319783
5.405266437,0.000319783
5.405266437,0.000319783
1.637904392,4.999778076
0.008897344,4.942891896
0.999616135,6.974166441
0.003421437,23 7.061322183699601
0.003421437,23 7.061322183699601
0.998784806,8.537009063
0.998784806,8.537009063
0.998784806,8.537009063
0.008685259,72 8.820915539339238
0.002124668,987 8.81336844353701
0.998445463,10.00073733
0.998445463,10.00073733
0.998445463,10.00073733
0.001506898,988 9.535857242456746
0.001506898,988 9.535857242456746
0.001506898,988 9.535857242456746
0.001506898,988 9.535857242456746
0.99963179,6.463944695
0.99963179,6.463944695
0.99963179,6.463944695
0.99963179,6.463944695
0.99963179,6.463944695
0.99963179,6.463944695
0.005486548,77 6.8859343135917825
0.542762849,11.99777686
2.890050225,11.00141248
2.890050225,11.00141248
2.81006241,11.00001629
2.161941958,11.99803426
2.191900844,11.99960434
1.295265832,11.00379027
1.295265832,11.00379027
1.295265832,11.00379027
1.27546047,11.00100681
1.27546047,11.00100681
1.27546047,11.00100681
1.11746166052743 1,1.998572036
0.002029805,984 11.274202119436316
1.361769098,11.99718833
1.361769098,11.99718833
2.956099519,11.00094011
4.281834466,11.99995305
8.289155815,11.00081562
8.289155815,11.00081562
8.289155815,11.00081562
11.55015503,11.99780313
11.9956583,11.77080788
11.9956583,11.77080788
2.803832468,0.005807331
3.593826517,4.993633451
3.593826517,4.993633451
11.9990543,3.662376153
11.46198769,1.508319641
11.4806593,1.501152282
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.54065016,1.500105138
11.17420544,11.99370882
11.99915911,8.685000395
9.006333469,10.70368678
9.001949758,10.69469884
9.001949758,10.69469884
11.17058303,11.99774517
9.005370229,9.90682347
11.17058303,11.99774517
11.99782154,11.8518807
11.86142187,11.99815144
11.86142187,11.99815144
11.86142187,11.99815144
11.86142187,11.99815144
11.86142187,11.99815144
11.99661248,11.81207753
11.53302055,11.99938082
11.53302055,11.99938082
11.99609086,11.09055417
11.99609086,11.09055417
11.17975152,11.99719086
11.9972841,11.69963333
11.9972841,11.69963333
11.9972841,11.69963333
11.9972841,11.69963333
11.99902058,11.68978525
11.99902058,11.68978525
11.99902058,11.68978525
8.761352023,11.00159756
8.141346484,11.99381383
5.416237884,11.00195541
5.416237884,11.00195541
5.416237884,11.00195541
4.488720114,11.99659645
0.003426366,937 11.525173079741316
0.993375859,10.53522359
0.492000902,11.99132219
1.712120061,11.00328918
0.002120061,28 11.003289178554665
11.38862546,11.99947932
11.99785097,10.41239259
11.99785097,10.41239259
7.637677214,11.99936606
7.637677214,11.99936606
6.102910075,11.00267662
6.102910075,11.00267662
6.50373913,11.99476335
6.31102204435887 1,1.003319893
8.777331098,11.99977343
8.777331098,11.99977343
8.777331098,11.99977343
8.847087571,11.00220938
9.226957598,11.99180463
10.51511656,1.500591811
10.51511656,1.500591811
11.99421498,1.552243066
11.92949362,1.505220246
11.92949362,1.505220246
11.92949362,1.505220246
11.99832279,1.603518491
0.003827297,09 4.372665969861583
0.003827297,09 4.372665969861583
0.003827297,09 4.372665969861583
2.712576077,4.998029901
0.002576077,893 0.3041722124258807
11.99742794,5.644624336
11.99742794,5.644624336
11.99742794,5.644624336
11.99742794,5.644624336
0.004572759,26 2.6544697063990372
0.814442381,0.005505532
0.814442381,0.005505532
8.993200852,0.72105418
8.993200852,0.72105418
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
6.9036048,0.001548559
8.997504082,0.333189625
3.436021425,4.999827671
3.436021425,4.999827671
3.436021425,4.999827671
0.002092835,815 2.014759089292025
11.99602689,3.275372356
11.99986642,3.055405863
11.99986642,3.055405863
0.004907991,04 0.9403710593821447
0.004907991,04 0.9403710593821447
0.004907991,04 0.9403710593821447
0.004907991,04 0.9403710593821447
0.327220464,4 0.004307669538822178
0.317823538,5 0.0008874681055654841
0.317823538,5 0.0008874681055654841
0.317823538,5 0.0008874681055654841
0.317823538,5 0.0008874681055654841
0.317823538,5 0.0008874681055654841
0.317823538,5 0.0008874681055654841
0.007870752,27 0.006297714101123258
8.999504817,1.269989471
8.999504817,1.269989471
8.999504817,1.269989471
8.999504817,1.269989471
8.999504817,1.269989471
4.004359035,5.92803827
4.004359035,5.92803827
4.004359035,5.92803827
4.004359035,5.92803827
11.993991,3.176987365
8.862316547,7.999343131
8.862316547,7.999343131
4.002050921,5.936282772
7.172225668,7.995018325
6.191177453,0.005021804
8.635404905,7.999729564
8.635404905,7.999729564
11.99755142,4.51812493
11.13480649,1.509375822
4.00741742089037 5,0.624375822
4.00741742089037 5,0.624375822
4.00741742089037 5,0.624375822
4.000444961,5.704071398
4.000444961,5.704071398
4.000444961,5.704071398
4.000444961,5.704071398
4.000444961,5.704071398
4.040410972,7.993722619
4.040410972,7.993722619
4.040410972,7.993722619
4.040410972,7.993722619
4.040410972,7.993722619
4.059898374,7.998221641
4.001191434,7.960096908
8.996256126,1.331422175
0.007625346,085 1.174525040841577
0.320796391,5 0.005754791031802941
0.320796391,5 0.005754791031802941
0.002508887,754 0.9853430028158122
0.002508887,754 0.9853430028158122
0.303651743,6 0.0003491041738871922
0.303651743,6 0.0003491041738871922
0.303651743,6 0.0003491041738871922
0.303651743,6 0.0003491041738871922
0.303651743,6 0.0003491041738871922
0.303651743,6 0.0003491041738871922
0.00221733,73 1.3060049909861056
5.653563706,0.001288876
11.99312742,3.372094697
11.99703473,3.362889648
11.99703473,3.362889648
11.99894282,3.37270592
9.002605525,9.25334898
9.002605525,9.25334898
9.002605525,9.25334898
11.99664937,4.461877236
11.99943963,4.421974674
11.21780611,1.504878679
11.17810426,1.500003905
11.17810426,1.500003905
11.99815164,2.291914447
0.003193206,09 4.406949251420841
0.003193206,09 4.406949251420841
0.003193206,09 4.406949251420841
5.067294489,0.004793167
2.846512418,4.992751366
2.786841104,4.999023073
2.786841104,4.999023073
2.776865463,4.999720638
2.776865463,4.999720638
0.00081024,738 0.37958888737224017
0.00081024,738 0.37958888737224017
0.19148625,6 0.005366147213125439
0.003825465,534 0.03508869557076927
0.0316118,4 0.0063151035572232145
11.99931991,3.438000183
11.99931991,3.438000183
11.13703823,1.501283813
11.99240449,1.937114693
11.99866187,1.976622227
11.57041828,1.501009538
11.57041828,1.501009538
4.003557414,5.524380831
4.003557414,5.524380831
4.00013721233393 5,0.514983905
4.00013721233393 5,0.514983905
4.757379928,7.991813223
4.002469508,6.8726125
4.002469508,6.8726125
4.000378939,6.892502938
11.99550555,6.613306964
8.885505555,11.99998498
8.885505555,11.99998498
11.99726373,11.39512046
9.002029954,8.881820907
9.002029954,8.881820907
9.002029954,8.881820907
9.002029954,8.881820907
10.07314918,11.99257702
0.004682892,9 11.816831287712779
0.001759175,273 11.82639433527241
0.001759175,273 11.82639433527241
0.00019483,199 11.816517451866458
0.999429759,10.44118856
6.426480732943732E,-05 11.14095181377744
6.426480732943732E,-05 11.14095181377744
6.426480732943732E,-05 11.14095181377744
1.134126689,11.99552915
1.193980532,11.99971454
0.008508841,57 11.895999201208292
1.441710124,11.00043564
0.911207258,11.99816642
2.05836582,11.0009567
2.05836582,11.0009567
2.382833664,11.99956604
0.007704639,72 10.736687538735532
0.001193276,218 10.755597910247518
0.998854667,10.26900594
0.998854667,10.26900594
0.998854667,10.26900594
0.001644943,197 11.4161644992501
1.096499959,11.99830924
3.562809012,11.0018557
0.007130986,325 11.565019772763113
0.000158526,9625 11.485324196915775
0.000158526,9625 11.485324196915775
0.000158526,9625 11.485324196915775
0.629646755,11.99507371
0.629646755,11.99507371
0.004826653,505 11.815909432385057
0.623961015,0.002122036
11.99628598,7.10833937
11.6042546,1.502029407
11.6042546,1.502029407
11.99878863,2.310944049
10.26774076,1.503743169
6.958150018,7.99918073
10.12757341,1.500899775
10.12757341,1.500899775
7.63333248,7.998619544
11.99868189,6.58023154
9.001643075,10.55743638
11.99652624,8.300630043
11.47741057,11.99432994
9.00608641329591 9,0.993091096
11.99387406,8.268091096
9.796763226,1.506079265
11.99657948,6.68852159
11.99657948,6.68852159
10.77059623,11.99883844
4.469144621,11.00078656
4.469144621,11.00078656
4.469144621,11.00078656
4.469144621,11.00078656
3.281775734,11.99710735
3.271927656,11.99884383
2.274907095,11.00182327
2.174922325,11.00007803
1.278287313,11.9958921
1.278287313,11.9958921
0.001709892,767 10.998520506790564
0.998163215,7.279706076
0.999558345,7.299657357
0.001582229,675 2.6045488730605206
11.99427215,3.023342833
11.99427215,3.023342833
11.99971854,3.014956128
9.002069484,9.747786151
9.002069484,9.747786151
11.99330612,6.958412858
4.004523039,6.818968131
4.000866959,6.789191746
4.000866959,6.789191746
11.99489108,2.358031817
11.99489108,2.358031817
11.15209505,11.99123455
11.13396889,11.99968691
11.9998424,11.51972539
11.9998424,11.51972539
11.9998424,11.51972539
11.9998424,11.51972539
11.66716807,11.99483357
11.66716807,11.99483357
11.67591427,11.99968167
11.67591427,11.99968167
11.67591427,11.99968167
10.0130159,1.50055461
6.263015905,7.995745138
2.7040702780855 0.,2.22238E+15
2.7040702780855 0.,2.22238E+15
5.455121183,7.991854348
5.464031248,7.996394253
