X,Y
3.323597745,0.008187669
3.323597745,0.008187669
3.342822979,0.002674922
0.001513481,803 2.0905568234226277
0.001513481,803 2.0905568234226277
0.001513481,803 2.0905568234226277
0.001513481,803 2.0905568234226277
0.521645556,0.004421012
0.000532121,505 0.9844928400026388
0.000532121,505 0.9844928400026388
0.435740329,5 0.006999200325053299
0.006755441,76 0.3669602617495156
11.99884503,2.915957591
11.99884503,2.915957591
1.279476183,4.999591821
11.43434569,1.502989842
11.43434569,1.502989842
4.708518552,7.998045606
4.708518552,7.998045606
